Absorption/nm,Emission/nm,PLQY,SMILES,solvent,Reference(doi),Et30,SP,SdP,SA,SB,"Test method of Quantum Yield (0= measured by relative method/not mention in origin paper, 1= absolute QY)",Unnamed: 13,solvent_smiles
373.0,521.0,0.72,CN(C)C1=CC=C(C(C=CC(C(CCC(NCCCC)=O)=O)=C2)=C2C3(C)C)C3=C1,DMSO,10.1002/chem.201600581,45.1,0.83,1.0,0.072,0.647,0.0,,C[S](C)=O
354.0,445.0,0.75,CN(C)C1=CC=C(C(C=CC(C=C)=C2)=C2C3(C)C)C3=C1,DMSO,10.1002/chem.201600581,45.1,0.83,1.0,0.072,0.647,0.0,,C[S](C)=O
391.0,492.0,0.62,CN(C)C1=CC=C(C(C=CC(C=O)=C2)=C2C3(C)C)C3=C1,CHCl3,10.1002/chem.201600581,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
414.0,570.0,0.34,CN(C)C1=CC=C(C(C=CC(C(C#C)=O)=C2)=C2C3(C)C)C3=C1,CHCl3,10.1002/chem.201600581,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
399.0,532.0,0.72,CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,CHCl3,10.1002/chem.201600581,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
486.0,608.0,0.45,CN(C)C1=CC=C(C(C=CC(/C=C(C#N)/C#N)=C2)=C2C3(C)C)C3=C1,CHCl3,10.1002/chem.201600581,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
414.0,672.0,0.04,CN(C)C1=CC=C(C(C=CC(C2=CC3=NSN=C3C=C2)=C4)=C4C5(C)C)C5=C1,CHCl3,10.1002/chem.201600581,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
381.0,492.0,0.54,CN(C)C1=CC=C(C(C=CC(C(CCC(NCCCC)=O)=O)=C2)=C2C3(C)C)C3=C1,CHCl3,10.1002/chem.201600581,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
350.0,411.0,0.02,CN(C)C1=CC=C(C(C=CC(C=C)=C2)=C2C3(C)C)C3=C1,CHCl3,10.1002/chem.201600581,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
382.0,453.0,0.8,CN(C)C1=CC=C(C(C=CC(C=O)=C2)=C2C3(C)C)C3=C1,dioxane,10.1002/chem.201600581,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
405.0,509.0,0.48,CN(C)C1=CC=C(C(C=CC(C(C#C)=O)=C2)=C2C3(C)C)C3=C1,dioxane,10.1002/chem.201600581,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
391.0,488.0,0.52,CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,dioxane,10.1002/chem.201600581,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
467.0,583.0,0.3,CN(C)C1=CC=C(C(C=CC(/C=C(C#N)/C#N)=C2)=C2C3(C)C)C3=C1,dioxane,10.1002/chem.201600581,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
409.0,593.0,0.34,CN(C)C1=CC=C(C(C=CC(C2=CC3=NSN=C3C=C2)=C4)=C4C5(C)C)C5=C1,dioxane,10.1002/chem.201600581,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
364.0,456.0,0.73,CN(C)C1=CC=C(C(C=CC(C(CCC(NCCCC)=O)=O)=C2)=C2C3(C)C)C3=C1,dioxane,10.1002/chem.201600581,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
350.0,395.0,0.34,CN(C)C1=CC=C(C(C=CC(C=C)=C2)=C2C3(C)C)C3=C1,dioxane,10.1002/chem.201600581,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
411.0,630.0,0.02,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,H2O,10.1002/chem.201600581,63.1,0.681,0.997,1.062,0.025,0.0,,O
376.0,630.0,0.02,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,H2O,10.1002/chem.201600581,63.1,0.681,0.997,1.062,0.025,0.0,,O
407.0,622.0,0.03,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,H2O,10.1002/chem.201600581,63.1,0.681,0.997,1.062,0.025,0.0,,O
377.0,621.0,0.05,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,H2O,10.1002/chem.201600581,63.1,0.681,0.997,1.062,0.025,0.0,,O
345.0,555.0,0.16,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,H2O,10.1002/chem.201600581,63.1,0.681,0.997,1.062,0.025,0.0,,O
353.0,614.0,0.05,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,H2O,10.1002/chem.201600581,63.1,0.681,0.997,1.062,0.025,0.0,,O
377.0,606.0,0.03,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,H2O,10.1002/chem.201600581,63.1,0.681,0.997,1.062,0.025,0.0,,O
398.0,572.0,0.45,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,EtOH,10.1002/chem.201600581,51.9,0.633,0.783,0.4,0.658,0.0,,CCO
373.0,565.0,0.38,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,EtOH,10.1002/chem.201600581,51.9,0.633,0.783,0.4,0.658,0.0,,CCO
395.0,570.0,0.45,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,EtOH,10.1002/chem.201600581,51.9,0.633,0.783,0.4,0.658,0.0,,CCO
380.0,572.0,0.44,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,EtOH,10.1002/chem.201600581,51.9,0.633,0.783,0.4,0.658,0.0,,CCO
342.0,522.0,0.33,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,EtOH,10.1002/chem.201600581,51.9,0.633,0.783,0.4,0.658,0.0,,CCO
365.0,566.0,0.41,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,EtOH,10.1002/chem.201600581,51.9,0.633,0.783,0.4,0.658,0.0,,CCO
362.0,561.0,0.44,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,EtOH,10.1002/chem.201600581,51.9,0.633,0.783,0.4,0.658,0.0,,CCO
397.0,528.0,0.52,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,MeCN ,10.1002/chem.201600581,45.6,0.645,0.974,0.044,0.286,0.0,,CC#N
376.0,530.0,0.64,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,MeCN ,10.1002/chem.201600581,45.6,0.645,0.974,0.044,0.286,0.0,,CC#N
391.0,532.0,0.54,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,MeCN ,10.1002/chem.201600581,45.6,0.645,0.974,0.044,0.286,0.0,,CC#N
377.0,532.0,0.61,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,MeCN ,10.1002/chem.201600581,45.6,0.645,0.974,0.044,0.286,0.0,,CC#N
351.0,483.0,0.49,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,MeCN ,10.1002/chem.201600581,45.6,0.645,0.974,0.044,0.286,0.0,,CC#N
365.0,518.0,0.61,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,MeCN ,10.1002/chem.201600581,45.6,0.645,0.974,0.044,0.286,0.0,,CC#N
362.0,518.0,0.6,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,MeCN ,10.1002/chem.201600581,45.6,0.645,0.974,0.044,0.286,0.0,,CC#N
405.0,532.0,0.84,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,DMSO,10.1002/chem.201600581,45.1,0.83,1.0,0.072,0.647,0.0,,C[S](C)=O
385.0,540.0,0.93,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,DMSO,10.1002/chem.201600581,45.1,0.83,1.0,0.072,0.647,0.0,,C[S](C)=O
400.0,538.0,0.77,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,DMSO,10.1002/chem.201600581,45.1,0.83,1.0,0.072,0.647,0.0,,C[S](C)=O
386.0,538.0,0.84,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,DMSO,10.1002/chem.201600581,45.1,0.83,1.0,0.072,0.647,0.0,,C[S](C)=O
355.0,486.0,0.64,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,DMSO,10.1002/chem.201600581,45.1,0.83,1.0,0.072,0.647,0.0,,C[S](C)=O
375.0,530.0,0.78,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,DMSO,10.1002/chem.201600581,45.1,0.83,1.0,0.072,0.647,0.0,,C[S](C)=O
375.0,527.0,0.84,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,DMSO,10.1002/chem.201600581,45.1,0.83,1.0,0.072,0.647,0.0,,C[S](C)=O
402.0,500.0,0.62,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,CHCl3,10.1002/chem.201600581,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
380.0,505.0,0.65,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,CHCl3,10.1002/chem.201600581,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
396.0,501.0,0.62,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,CHCl3,10.1002/chem.201600581,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
384.0,500.0,0.48,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,CHCl3,10.1002/chem.201600581,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
352.0,460.0,0.46,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,CHCl3,10.1002/chem.201600581,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
368.0,485.0,0.68,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,CHCl3,10.1002/chem.201600581,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
366.0,484.0,0.58,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,CHCl3,10.1002/chem.201600581,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
394.0,454.0,0.71,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,dioxane,10.1002/chem.201600581,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
375.0,456.0,0.87,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,dioxane,10.1002/chem.201600581,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
391.0,454.0,0.6,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,dioxane,10.1002/chem.201600581,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
375.0,462.0,0.66,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,dioxane,10.1002/chem.201600581,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
350.0,450.0,0.11,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,dioxane,10.1002/chem.201600581,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
365.0,450.0,0.65,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,dioxane,10.1002/chem.201600581,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
363.0,449.0,0.62,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,dioxane,10.1002/chem.201600581,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
542.0,556.0,0.46,CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,Cyclohexane,10.1039/C5TC03411F,30.9,0.683,0.0,0.0,0.073,0.0, The ΦFr value of Nile Red in dioxane (ΦF = 0.91) was used as a reference.20,C1CCCCC1
567.0,597.0,0.93,CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,Toluene,10.1039/C5TC03411F,33.9,0.782,0.284,0.0,0.128,0.0,,Cc1ccccc1
569.0,610.0,0.72,CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,dioxane,10.1039/C5TC03411F,36.0,0.737,0.312,0.0,0.444,0.0,,C1COCCO1
571.0,617.0,0.16,CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,ethyl acetate,10.1039/C5TC03411F,38.1,0.656,0.603,0.0,0.542,0.0,,CCOC(C)=O
581.0,622.0,0.75,CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,CHCl3,10.1039/C5TC03411F,39.1,0.783,0.614,0.047,0.071,0.0,,ClC(Cl)Cl
584.0,636.0,0.021,CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,Acetone,10.1039/C5TC03411F,42.2,0.651,0.907,0.0,0.475,0.0,,CC(C)=O
607.0,659.0,0.035,CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,DMSO,10.1039/C5TC03411F,45.1,0.83,1.0,0.072,0.647,0.0,,C[S](C)=O
589.0,644.0,0.011,CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,MeCN ,10.1039/C5TC03411F,45.6,0.645,0.974,0.044,0.286,0.0,,CC#N
581.0,635.0,0.044,CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,EtOH,10.1039/C5TC03411F,51.9,0.633,0.783,0.4,0.658,0.0,,CCO
582.0,637.0,0.016,CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,MeOH,10.1039/C5TC03411F,55.4,0.608,0.904,0.605,0.545,0.0,,CO
605.0,653.0,0.072,CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,Ethylene glycol,10.1039/C5TC03411F,56.3,0.777,0.91,0.717,0.534,0.0,,OCCO
610.0,654.0,0.36,CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,Glycerol,10.1039/C5TC03411F,57.0,0.828,0.921,0.653,0.309,0.0,,OCC(O)CO
508.0,532.0,0.55,O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,hexane,10.1021/acs.joc.5b01987,31.0,0.616,0.0,0.0,0.056,1.0,"Absolute
quantum yields",CCCCCC
524.0,572.0,0.84,O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,Toluene,10.1021/acs.joc.5b01987,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
519.0,582.0,0.86,O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,dioxane,10.1021/acs.joc.5b01987,36.0,0.737,0.312,0.0,0.444,1.0,,C1COCCO1
524.0,594.0,0.88,O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,ethyl acetate,10.1021/acs.joc.5b01987,38.1,0.656,0.603,0.0,0.542,1.0,,CCOC(C)=O
533.0,614.0,0.88,O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,Acetone,10.1021/acs.joc.5b01987,42.2,0.651,0.907,0.0,0.475,1.0,,CC(C)=O
552.0,635.0,0.8,O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,DMSO,10.1021/acs.joc.5b01987,45.1,0.83,1.0,0.072,0.647,1.0,,C[S](C)=O
535.0,620.0,0.85,O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,MeCN ,10.1021/acs.joc.5b01987,45.6,0.645,0.974,0.044,0.286,1.0,,CC#N
549.0,638.0,0.62,O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,EtOH,10.1021/acs.joc.5b01987,51.9,0.633,0.783,0.4,0.658,1.0,,CCO
553.0,643.0,0.46,O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,MeOH,10.1021/acs.joc.5b01987,55.4,0.608,0.904,0.605,0.545,1.0,,CO
466.0,520.0,0.94,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,hexane,10.1021/acs.joc.5b01987,31.0,0.616,0.0,0.0,0.056,1.0,,CCCCCC
478.0,554.0,0.96,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,Toluene,10.1021/acs.joc.5b01987,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
476.0,557.0,0.96,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,dioxane,10.1021/acs.joc.5b01987,36.0,0.737,0.312,0.0,0.444,1.0,,C1COCCO1
475.0,562.0,0.94,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,ethyl acetate,10.1021/acs.joc.5b01987,38.1,0.656,0.603,0.0,0.542,1.0,,CCOC(C)=O
477.0,581.0,0.95,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,Acetone,10.1021/acs.joc.5b01987,42.2,0.651,0.907,0.0,0.475,1.0,,CC(C)=O
490.0,601.0,0.91,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,DMSO,10.1021/acs.joc.5b01987,45.1,0.83,1.0,0.072,0.647,1.0,,C[S](C)=O
482.0,596.0,0.93,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,MeCN ,10.1021/acs.joc.5b01987,45.6,0.645,0.974,0.044,0.286,1.0,,CC#N
480.0,635.0,0.64,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,EtOH,10.1021/acs.joc.5b01987,51.9,0.633,0.783,0.4,0.658,1.0,,CCO
480.0,643.0,0.5,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,MeOH,10.1021/acs.joc.5b01987,55.4,0.608,0.904,0.605,0.545,1.0,,CO
498.0,557.0,0.93,O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,Hexane,10.1021/acs.joc.5b01987,31.0,0.616,0.0,0.0,0.056,1.0,,CCCCCC
516.0,582.0,0.94,O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,Toluene,10.1021/acs.joc.5b01987,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
512.0,585.0,0.92,O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,dioxane,10.1021/acs.joc.5b01987,36.0,0.737,0.312,0.0,0.444,1.0,,C1COCCO1
514.0,587.0,0.93,O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,ethyl acetate,10.1021/acs.joc.5b01987,38.1,0.656,0.603,0.0,0.542,1.0,,CCOC(C)=O
521.0,598.0,0.9,O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,Acetone,10.1021/acs.joc.5b01987,42.2,0.651,0.907,0.0,0.475,1.0,,CC(C)=O
535.0,609.0,0.75,O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,DMSO,10.1021/acs.joc.5b01987,45.1,0.83,1.0,0.072,0.647,1.0,,C[S](C)=O
525.0,602.0,0.88,O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,MeCN ,10.1021/acs.joc.5b01987,45.6,0.645,0.974,0.044,0.286,1.0,,CC#N
522.0,609.0,0.87,O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,EtOH,10.1021/acs.joc.5b01987,51.9,0.633,0.783,0.4,0.658,1.0,,CCO
523.0,613.0,0.83,O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,MeOH,10.1021/acs.joc.5b01987,55.4,0.608,0.904,0.605,0.545,1.0,,CO
478.0,549.0,0.94,O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,Hexane,10.1021/acs.joc.5b01987,31.0,0.616,0.0,0.0,0.056,1.0,,CCCCCC
492.0,573.0,0.93,O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,Toluene,10.1021/acs.joc.5b01987,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
488.0,578.0,0.95,O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,dioxane,10.1021/acs.joc.5b01987,36.0,0.737,0.312,0.0,0.444,1.0,,C1COCCO1
486.0,576.0,0.87,O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,ethyl acetate,10.1021/acs.joc.5b01987,38.1,0.656,0.603,0.0,0.542,1.0,,CCOC(C)=O
488.0,589.0,0.53,O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,Acetone,10.1021/acs.joc.5b01987,42.2,0.651,0.907,0.0,0.475,1.0,,CC(C)=O
497.0,613.0,0.086,O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,DMSO,10.1021/acs.joc.5b01987,45.1,0.83,1.0,0.072,0.647,1.0,,C[S](C)=O
490.0,598.0,0.41,O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,MeCN ,10.1021/acs.joc.5b01987,45.6,0.645,0.974,0.044,0.286,1.0,,CC#N
486.0,617.0,0.29,O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,EtOH,10.1021/acs.joc.5b01987,51.9,0.633,0.783,0.4,0.658,1.0,,CCO
482.0,626.0,0.18,O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,MeOH,10.1021/acs.joc.5b01987,55.4,0.608,0.904,0.605,0.545,1.0,,CO
466.0,532.0,0.93,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,Hexane,10.1021/acs.joc.5b01987,31.0,0.616,0.0,0.0,0.056,1.0,,CCCCCC
481.0,565.0,0.94,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,Toluene,10.1021/acs.joc.5b01987,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
475.0,572.0,0.96,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,dioxane,10.1021/acs.joc.5b01987,36.0,0.737,0.312,0.0,0.444,1.0,,C1COCCO1
474.0,576.0,0.88,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,ethyl acetate,10.1021/acs.joc.5b01987,38.1,0.656,0.603,0.0,0.542,1.0,,CCOC(C)=O
479.0,593.0,0.93,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,Acetone,10.1021/acs.joc.5b01987,42.2,0.651,0.907,0.0,0.475,1.0,,CC(C)=O
490.0,617.0,0.065,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,DMSO,10.1021/acs.joc.5b01987,45.1,0.83,1.0,0.072,0.647,1.0,,C[S](C)=O
482.0,602.0,0.4,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,MeCN ,10.1021/acs.joc.5b01987,45.6,0.645,0.974,0.044,0.286,1.0,,CC#N
477.0,622.0,0.25,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,EtOH,10.1021/acs.joc.5b01987,51.9,0.633,0.783,0.4,0.658,1.0,,CCO
473.0,633.0,0.18,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,MeOH,10.1021/acs.joc.5b01987,55.4,0.608,0.904,0.605,0.545,1.0,,CO
478.0,561.0,0.94,O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,Hexane,10.1021/acs.joc.5b01987,31.0,0.616,0.0,0.0,0.056,1.0,,CCCCCC
